"DDJHBH","GYSBM","YYBM","PSDBM","DDJHMXBH","YPBM","CGSL","CGDJ"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1595","133129","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1596","106219","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1597","119585","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1598","100437","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1599","114053","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1600","113799","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1601","134229","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1602","133003","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1603","115369","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1604","116315","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1605","124009","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1606","118209","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1607","126213","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1608","113815","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1609","134169","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1610","136761","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1611","100893","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1612","128197","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1613","132823","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1614","116369","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1615","113775","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1616","103759","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1617","131709","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1618","114395","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1619","116295","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1620","102603","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1621","129613","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1622","106209","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1623","119009","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1624","108551","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1625","101441","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1626","119611","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1627","114353","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1628","119269","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1629","109461","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1630","109569","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1631","121575","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1632","120475","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1633","112703","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1634","127643","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1635","127675","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1636","132809","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1637","102579","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1638","133139","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1639","133855","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1640","104539","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1641","101095","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1642","135001","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1643","130497","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1644","133135","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1645","119837","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1646","134225","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1647","105019","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1648","107291","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1649","104175","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1650","114179","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1651","104525","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1652","123251","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1653","134557","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1654","100893","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1655","109563","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1656","108525","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1657","107237","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1658","135333","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1659","129453","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1660","136729","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1661","133017","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1662","107237","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1663","119263","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1664","118983","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1665","114599","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1666","112955","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1667","114353","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1668","101477","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1669","102569","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1670","113793","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1671","135271","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1672","113151","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1673","134653","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1674","101199","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1675","112699","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1676","104161","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1677","124973","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1678","126727","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1679","101609","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1680","102565","1210.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1681","110363","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1682","134505","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1683","112687","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1684","119015","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1685","103251","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1686","111145","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1687","113005","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1688","130527","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1689","101127","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1690","134343","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1691","111781","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1692","133025","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1693","111047","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1694","113009","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1695","119547","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1696","129637","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1697","135317","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1698","101443","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1699","127603","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1700","106275","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1701","117445","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1702","103141","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1703","103761","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1704","133123","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1705","127637","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1706","136781","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1707","115379","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1708","100953","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1709","106207","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1710","112959","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1711","129023","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1712","109443","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1713","119821","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1714","131707","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1715","101121","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1716","130085","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1717","102541","9490.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1718","127141","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1719","120479","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1720","111125","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1721","127159","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1722","127685","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1723","105007","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1724","117667","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1725","116363","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1726","105011","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1727","115369","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1728","117615","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1729","132813","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1730","119589","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1731","130531","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1732","133001","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1733","118041","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1734","105017","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1735","119267","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1736","100985","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1737","123137","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1738","118957","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1739","102577","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1740","124499","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1741","110361","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1742","119773","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1743","129355","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1744","114927","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1745","130911","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1746","104965","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1747","102575","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1748","118961","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1749","100977","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1750","114141","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1751","107287","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1752","119021","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1753","134301","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1754","114317","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1755","100981","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1756","133991","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1757","123253","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1758","113173","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1759","116309","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1760","129647","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1761","127205","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1762","130913","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1763","108549","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1764","109567","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1765","119821","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1766","102609","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1767","107265","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1768","116361","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1769","127621","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1770","109409","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1771","119877","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1772","123119","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1773","101129","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1774","109575","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1775","131191","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1776","120047","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1777","117823","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1778","130081","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1779","103425","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1780","118511","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1781","104545","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1782","133857","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1783","103337","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1784","133873","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1785","130087","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1786","114919","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1787","120505","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1788","113781","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1789","127193","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1790","105357","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1791","117589","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1792","133141","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1793","120729","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1794","127641","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1795","129457","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1796","119225","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1797","134247","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1798","106079","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1799","117449","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1800","113127","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1801","129021","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1802","121405","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1803","100443","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1804","111485","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1805","117941","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1806","120799","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1807","121807","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1808","118597","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1809","114373","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1810","130531","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1811","128167","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1812","119025","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1813","120079","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1814","129453","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1815","136733","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1816","130077","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1817","113139","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1818","128419","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1819","135263","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1820","136709","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1821","106209","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1822","117667","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1823","134983","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1824","131727","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1825","124505","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1826","123148","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1827","128991","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1828","124031","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1829","104165","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1830","119007","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1831","134089","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1832","119777","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1833","136715","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1834","127629","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1835","119239","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1836","118805","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1837","113821","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1838","136761","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1839","128423","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1840","127211","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1841","106081","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1842","104179","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1843","128409","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1844","119259","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1845","120507","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1846","109389","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1847","113817","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1848","133825","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1849","108233","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1850","101257","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1851","106187","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1852","111047","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1853","107235","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1854","137861","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1855","114741","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1856","128193","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1857","134235","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1858","112975","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1859","130885","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1860","103421","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1861","124881","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1862","114397","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1863","126995","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1864","113829","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1865","126013","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1866","123365","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1867","114707","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1868","110379","10000.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1869","129397","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1870","104493","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1871","119669","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1872","101625","7690.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1873","100007","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1874","111155","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1875","120487","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1876","104509","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1877","129355","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1878","136721","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1879","111175","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1880","112369","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1881","119113","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1882","128429","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1883","130493","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1884","113795","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1885","123261","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1886","119303","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1887","124879","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1888","129615","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1889","129341","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1890","127191","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1891","108171","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1892","119229","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1893","136705","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1894","111805","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1895","115359","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1896","112965","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1897","104493","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1898","101115","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1899","115533","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1900","117439","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1901","105933","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1902","128193","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1903","115361","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1904","119007","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1905","110375","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1906","111129","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1907","105335","9990.000","24.00"
